label,text
tích cực,"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự"
trung lập,ai trèo lên đưa cho ảnh cái áo mưa đi kẻo ướt ảnh đó
trung lập,"hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết"
tiêu cực,chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó
tích cực,nó mới ghé nhà tao đây :))
tích cực,nhìn mặt là cười phọt rồi
trung lập,cấm dừng đỗ đâu cụ thớt ???
trung lập,đọc chả hiểu gì :( mất gốc rồi :(
trung lập,mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍
tích cực,"em vợ có thể ngủ với mẹ , còn anh thì ngủ với em 😂"
tích cực,cái giọng anh quay phim nghe ngọt quá 😘😘
tích cực,đẹp đôi vãi 🤩
tiêu cực,như con ma tơi có ngày ném cho cái cốc vào mặt thì đừng trách
trung lập,"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))"
tiêu cực,chỉ thấy mất dạy
tiêu cực,vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy
trung lập,tiền cắt tóc như kia đủ mua giày rồi :v
trung lập,"trên phim thôi . ngoài đời thì đứa con gái uống xong ngất luôn , hôm sau thì bị bán mẹ sang trung quốc"
tiêu cực,đấy cổ tích như thế có mà dân lại ngồi hết lên đầu pháp luật . tai nạn tăng không ngừng nghỉ ấy chứ .
tiêu cực,"nếu không có lòng yêu thương , thì đừng nuôi"
tiêu cực,định mệnh gớm vãi 🤮🤮🤮
trung lập,kiểu xem đứa nào thắng !
tích cực,"èo , ngọt quá đi"
tiêu cực,lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng
tiêu cực,nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé
trung lập,t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧
tiêu cực,nó bướng vãi . cứ làm theo ý mình
tiêu cực,nghe như hát trầu văn
trung lập,đúng rồi mà kệ nó tao đéo quan tâm . chụp cho ai thì chụp
tích cực,nhà có người già vui thật nhỉ 🤣👍
trung lập,tao nấu củi chưa nấu bằng rơm bao giờ 😪
trung lập,bếp dầu trước kia tôi đã thuờg dùng
trung lập,ngọc ngọc đồng nghiệp tốt
tiêu cực,đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường
tiêu cực,"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?"
trung lập,tạm biệt sếp và mong sớm có ngày sếp quay lại ...
trung lập,tao dễ thương nhưng vẫn ế đây này mơ mộng ít thôi
tiêu cực,"má , dume cười ỉa :))))"
tiêu cực,bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi
tích cực,cái này nó giống câu “ em ăn cơm chưa ” vãi
trung lập,bị rồi nè :))) mua 6 ly rớt hết 4 ly
tiêu cực,"đây là 1 câu chuyện buồn đó , đừng có haha nha per"
trung lập,chảy cả nói chuyện mắt
tiêu cực,là tôi tôi cũng tát vỡ mồm nó ~~
trung lập,ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏
tích cực,rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂
tích cực,nghe mát lòng mát gan thế ????
trung lập,tao đang xem cái gì vậy
trung lập,sợ đến lúc đó muốn lấy vợ phải sang nước khác nhập khẩu về quá
trung lập,nhiều khi cũng muốn chọc cho người yêu giận nhưng mới nhớ ra mình đéo có người yêu 😌
trung lập,nguy hiểm thật
tích cực,"ok hay quá , dùng điện này thôi"
tích cực,ơ tao đang mơ 🤩
tiêu cực,chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂
tích cực,"ăn tết xong , cần cây cầu này để giảm cân 😆😆"
tiêu cực,loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .
trung lập,:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo
trung lập,chắc chắn người pháp sẽ khôi phục lại được . tin là như thế
tiêu cực,á đông có đồng nghiệp như hiệp suốt ngày rủ đi vệ sinh cùng ghê vãi
tích cực,đm nhìn ngầu vãi
tích cực,chuẩn luôn khi ở công tình yêu toàn là các anh chị em đồng nghiệp tốt he he
trung lập,với tôi là gia đình và sự hận thù .
tiêu cực,người ta gọi là ngu mà cứ đâm đầu vào đấy :)
trung lập,tỉnh táo đi em !
trung lập,bếp dầu thời bao cấp
tích cực,có cái bệnh này nữa hả trời
tiêu cực,agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật
trung lập,crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3
trung lập,nhà tao cũng gần mà tao không bao giờ dám đi đêm
trung lập,kiểu gì chả chết ? đá to như kia thoát sao nổi ?
trung lập,không muốn huhu
tích cực,ông trời cho mình lũ bạn cờ hó quá ấy mà :)
tích cực,dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha
tích cực,giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁
tiêu cực,chọn cây đẹp đẹp rồi để các bạn trẻ đổ xô đến vì hiếu kỳ lại gây tắc đường à dume
trung lập,biết là đau lòng nhưng sao bản thân vẫn muốn biết nó
trung lập,mang võng ra không lại tủi không thể ngồi
tiêu cực,đóng của trường đi bắt bỏ tù loai người xấu xa : ham lợi nhuận : lừa đảo phụ huynh lấy tiền
trung lập,như 1 canh bạc ấy nhỉ @@
trung lập,chợt nhận ra mình chưa từng thích thầm ai trong lớp
trung lập,cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này
trung lập,dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((
trung lập,"không biết khuyên thế nào , nhưng chỉ cần bình tĩnh 1 xíu , dù gì thì cũng đừng tự sát , đời người chỉ sống 1 lần thôi ..."
tiêu cực,tao bực mày lắm rồi đấy
trung lập,crush tao mất rồi .
tiêu cực,cái thứ tình yêu bọ xít :))
trung lập,"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt ."
tích cực,cặp này lầy mà dễ thương
tiêu cực,mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^
tiêu cực,"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả ."
tiêu cực,địt mẹ mấy thằng nhà quê
tiêu cực,vãi chả phơi hết tim gan phèo phổi @@
tiêu cực,cảnh thì dõ đẹp mà nhìn nước ô nhiễm quá
trung lập,thích nấu lúc nào cũng được
tiêu cực,"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ"
tích cực,cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :))
tích cực,đm quả gật đầu quả quyết vãi 😂
tích cực,ho mà vỡ xương kể ra trên đời lắm chuyện lạ vãi
trung lập,bốc toàn trúng may mắn lần sau
tiêu cực,nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài
trung lập,cẩn thận móc túi trộm nhé anh chị em .
tích cực,đoạn cuối yêu mún chết
tích cực,hahahaha
tích cực,cuộc đời bà đã nấu hơn 50 nồi bánh chưng rồi nhưng bà chưa bao giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ .
trung lập,"mày vã quá rồi đấy , sang lên chứ 🙄"
tích cực,"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))"
tích cực,ôi cái bếp một thời chinh chiến
tiêu cực,vl mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy :)) chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn :))))) bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn
tích cực,"trời mẹ phim gì vậy thớt ơi , cười ná thở"
tích cực,nhưng công nhận nhìn ngáo cỏ yêu thật =))
tiêu cực,ăn mà không biết dọn .
trung lập,tao được thấy nói chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng
tiêu cực,mày ăn cứt hay sao ngu thế hả
trung lập,chia buồn với gã lưng gù 😥😢
trung lập,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt
trung lập,tác phẩm nghệ thuật chất lượng cao hiếm hoi của điện ảnh việt nam nhưng không được công chúng quê nhà đón nhận
trung lập,thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu 😌.
trung lập,"trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢"
trung lập,"tui ở tuy hòa , phú yên mà chả nhận ra luôn ."
trung lập,"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng"
tích cực,cô gái này thật dễ thương “ anh cứ nhắm mắt làm đại một lần thôi mà “ 😂😂
trung lập,mới ra mà nắm bắt nhanh thế
tích cực,"chị thích con gái mạnh mẽ , cá tính ."
tiêu cực,tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .
tiêu cực,cho bỏ cái ngu đậu xe ẩu tả .
trung lập,buôn bỏ nhưng tình cảm ko thuoc về mình nua . bat đầu kiem tiên
tích cực,"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭"
tích cực,người gì đâu mà dễ thương quá chờiiiii
tiêu cực,nhìn mặt nó nhăn nhó khó chịu vãi
trung lập,nhưng sạn quá . ma mà sao lúc đầu có bóng của cánh tay vậy .???
trung lập,đừng tưởng nó nói yêu mày là yêu mày thật :)))
tiêu cực,vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌
tiêu cực,thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂
trung lập,t đi lộn lớp rồi
tích cực,la liếm cả ở trong này hả =))
trung lập,chuẩn bị prayforparis thôi 23 tuần kể từ khi phe áo vàng làm loạn rồi mà vẫn chưa dẹp được .
tiêu cực,ở dơ vãi - _ -
trung lập,sinh viên năm 3 rồi nhưng vẫn chưa định hướng ra trường làm cái giống gì đây :(
trung lập,cái máy nghe nhạc nè
tích cực,ra xong bảo anh ý ship em về nhà luôn được không . xe em bị hỏng mất tiêu rồi =))
tích cực,y tế chăm sóc sức khỏe lương nhiều vậy sao
tích cực,t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper
tiêu cực,các bác bình luận ở đây cũng có khác gì họ đang ngồi chửi nhà nước không
tích cực,"con nghiệt súc này mỗi lần tao đi đá bóng là 2 vợ chồng nó dí theo cắn bầm hết chân , thứ này thù dai kinh khủng , chiều nào nó cũng khởi động cho tao trước khi đá bóng ... con mẹ nó giờ tao lớn rồi , tay nghề nấu nướng cũng không tệ gặp mà dí theo là xác định tao quay nó vàng ương luôn =]]"
tích cực,nấu kiểu này ngon lắm luôn 😋😋
tích cực,thích quáaaaa
trung lập,mấy ai chứng minh được điều đó 😍
trung lập,thằng ben thật tội nghiệp
tích cực,yêu quá nè nè
trung lập,có ai như tao không . chả thích đi đền chùa vì nhiều lí do ??
trung lập,tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂
tích cực,mong anh có thể đạt được ước mơ của mình .... cố lên
tích cực,ai muốn đi thái hè này với tôiii nào cũng chim ưng phết đấyy :)))
tiêu cực,má nó điên đến mức này rồi à
tiêu cực,muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :))
tiêu cực,con gái con đứa thứ gì vô duyên không mặc cả quần lót
trung lập,bếp dầu chứ có gì mà không biết
tích cực,uiiiii hay vì n đổ ra sàn mà n đổ đầy mồm thì pheee
